"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM","REACTOME_ADAPTIVE_IMMUNE_SYSTEM",158,0.474999114124272,1.22628155790806,0.011749882501175,0.0831359610932193,0.0660420406719468,373,"tags=28%, list=20%, signal=25%","FCGR1A/MRC1/CD86/CD14/CYBB/TLR2/BTK/BLNK/LYN/CTSS/IFI30/SYK/NCF1/HLA-DOA/HLA-DMB/CTSB/NCF4/PAK1/NCF2/NFKBIA/PTPN6/CTSC/PIK3AP1/ITGB2/CD74/REL/HLA-DMA/VAV1/INPP5D/RNF217/ICOSLG/NFKB1/CYBA/RNF19B/RIPK2/PRKN/LY96/JAML/CTSH/WAS/PIK3R1/ITGAV/LCP2/PRKCB/SIPA1"
"REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS","REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS",21,-0.393754789419525,-1.61854254310877,0.013215859030837,0.091776798825257,0.072906200891362,916,"tags=48%, list=48%, signal=25%","SEL1L/PSMB4/PSME2/PSMA3/PSMB2/UBC/RPS27A/PSMC3/UBB/UBA52"
"REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY","REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY",21,-0.393054004439717,-1.6156619424561,0.0141948115516397,0.0950545416404447,0.0755099937803392,916,"tags=86%, list=48%, signal=45%","PSMD12/PSMB7/GSK3B/CUL1/NR3C1/PSMA7/PSMA4/PSMD7/PSMC6/PSMB4/PSME2/PSMA3/PSMB2/UBC/RPS27A/PSMC3/UBB/UBA52"
"WP_CHEMOKINE_SIGNALING_PATHWAY","WP_CHEMOKINE_SIGNALING_PATHWAY",49,0.549305568882934,1.34871183566113,0.0140266917631982,0.0950545416404447,0.0755099937803392,416,"tags=43%, list=22%, signal=34%","TIAM1/CX3CR1/HCK/LYN/NCF1/PAK1/NFKBIA/VAV3/PIK3CG/VAV1/NFKB1/PIK3R5/GNG2/ARRB2/WAS/PIK3R1/PREX1/PRKCB/ELMO1/DOCK2/PRKX"
"REACTOME_HEMOSTASIS","REACTOME_HEMOSTASIS",119,0.486169177207249,1.24351560424609,0.0154,0.101315789473684,0.0804838411819021,443,"tags=39%, list=23%, signal=32%","F13A1/PLAUR/PLEK/ITGAM/PLAU/CFD/SERPINE1/LYN/PRKAR2B/SYK/DOCK5/VAV3/GNA15/PTPN6/PIK3CG/ITGB2/CD74/MERTK/VAV1/INPP5D/CD44/CD84/DAGLB/FERMT3/DOCK10/PIK3R5/GNG2/CYRIB/ABL1/ARRB2/JAML/ITGA6/MICAL1/ATP2B1/ATP1B1/DOCK11/PIK3R1/ITGAV/RHOG/LCP2/PRKCB/DOCK2/MAPK14/PRCP/APBB1IP/SRGN/SELENOP"
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",23,0.613980940108554,1.41812516430854,0.0186638474362623,0.11575703915092,0.0919557672412922,389,"tags=52%, list=21%, signal=42%","BTK/LYN/SYK/VAV3/PIK3CG/VAV1/INPP5D/PIK3R5/PIK3R1/LCP2/PRKCB/MAPK14"
"REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE","REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE",33,0.577622954426721,1.37936702135042,0.0183957757103344,0.11575703915092,0.0919557672412922,546,"tags=55%, list=29%, signal=40%","TLR7/CD14/DUSP6/NFKBIA/RPS6KA2/MEF2C/NFKB1/IRAK2/RIPK2/LY96/PELI1/RPS6KA5/MAPKAPK2/MAPK14/TLR4/FBXW11/NFKBIB/MEF2A"
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS","REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS",36,0.569058057620923,1.36837930436439,0.0183262371465296,0.11575703915092,0.0919557672412922,563,"tags=61%, list=30%, signal=44%","FCGR1A/HCK/BTK/MYO10/LYN/NCKAP1L/SYK/PAK1/VAV3/VAV1/ABL1/WAS/PIK3R1/ELMO1/MYO5A/PLD1/PIK3CB/ARPC5/ARPC1B/ACTR3/ARPC4/ACTR2"
"REACTOME_RHO_GTPASE_CYCLE","REACTOME_RHO_GTPASE_CYCLE",126,0.479580560400832,1.22908648494204,0.018829811701883,0.11575703915092,0.0919557672412922,404,"tags=34%, list=21%, signal=29%","CYBB/TIAM1/FGD2/CKB/ARHGAP22/NCKAP1L/ARHGAP24/NCF1/FGD4/ARHGAP18/NCF4/OSBPL11/SRGAP1/DOCK5/PAK1/NCF2/VAV3/FMNL2/ARHGAP20/VAV1/ABL2/CYBA/ARAP2/IQGAP2/PICALM/DOCK10/CCDC88A/EFHD2/ABR/SLC4A7/EPSTI1/WAS/DOCK11/PIK3R1/RHOG/PREX1/BASP1/TAGAP/DIAPH2/DOCK2/FMNL1/STK10/RASAL2"
"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS","REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS",21,-0.380672717565403,-1.56476823885429,0.0205580029368576,0.118789886192575,0.0943650183649088,1182,"tags=100%, list=62%, signal=38%","UBE2E1/UBE2S/PSMA6/PSMB8/PSMD12/PSMB7/CUL1/PSMA7/PSMA4/PSMD7/PSMC6/PSMB4/PSME2/PSMA3/PSMB2/UBC/RPS27A/PSMC3/UBB/UBA52"
"REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS","REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS",21,0.621654915238368,1.42126446781111,0.0205902469400463,0.118789886192575,0.0943650183649088,355,"tags=43%, list=19%, signal=35%","TIAM1/BTK/FGD2/FGD4/VAV3/VAV1/GNG2/ABR/PREX1"
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",23,0.612319689476156,1.4142881375018,0.0199040377343146,0.118789886192575,0.0943650183649088,125,"tags=35%, list=7%, signal=33%","IL1B/CXCL8/CSF1R/CX3CR1/IL1A/CSF2RB/TNFSF8/IL10RA"
"REACTOME_SIGNALING_BY_INTERLEUKINS","REACTOME_SIGNALING_BY_INTERLEUKINS",128,0.477749963418174,1.22502484102767,0.020239797602024,0.118789886192575,0.0943650183649088,310,"tags=26%, list=16%, signal=23%","F13A1/PTAFR/IL1RN/CD86/IL1B/CXCL8/CSF1R/ITGAM/IL1A/HCK/ALOX5/BLNK/LYN/CSF2RB/HMOX1/SYK/DUSP6/IL10RA/NFKBIA/PTPN6/HIF1A/RPS6KA2/ITGB2/VAV1/INPP5D/MEF2C/NFKB1/IRAK2/RIPK2/PELI1/RPS6KA5/IL6R/MAPKAPK2"
"PID_TXA2PATHWAY","PID_TXA2PATHWAY",21,0.620910020922254,1.41956144608987,0.0209475392766361,0.119020109526342,0.0945479045500483,389,"tags=52%, list=21%, signal=42%","HCK/LYN/SYK/GRK3/GNA15/PIK3CG/PIK3R5/GNG2/ARRB2/PRKCB/MAPK14"
"PID_FCER1_PATHWAY","PID_FCER1_PATHWAY",23,0.609660354788241,1.40814581419029,0.0216728337331761,0.119519303675604,0.0949444573759882,367,"tags=43%, list=19%, signal=35%","BTK/LYN/SYK/LAT2/VAV1/NFKB1/HCLS1/PIK3R1/LCP2/PRKCB"
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",42,0.55158067913058,1.34110197814532,0.0215273601924233,0.119519303675604,0.0949444573759882,703,"tags=74%, list=37%, signal=47%","FCGR1A/HCK/MYO10/LYN/SYK/NCF1/PAK1/VAV3/PIK3CG/VAV1/INPP5D/PIK3R5/MARCKS/WAS/PIK3R1/PRKCB/DOCK2/ASAP1/PLD1/PIKFYVE/PIK3CB/ARPC5/ARPC1B/PTPRC/ARPC4/ARPC3/MAP2K1/DNM2/ARPC2/VASP/CDC42"
"REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION","REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION",21,-0.375867592098238,-1.54501660610578,0.0234948604992658,0.12768945923514,0.101434714283634,1191,"tags=100%, list=63%, signal=38%","SRSF5/SRSF3/SRSF7/SRSF9/THOC1/SRSF2/ALYREF/U2AF2/SNRPB/MAGOH/UPF3B/RNPS1/DDX39B/SRRM1/SLU7/RBM8A/SRSF1/PABPN1/PCF11/SNRPD3"
"REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING","REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING",24,0.601285053601681,1.39512484425271,0.0246338418440364,0.131922854316697,0.104797663920352,180,"tags=33%, list=10%, signal=31%","HCK/BLNK/LYN/CSF2RB/SYK/PTPN6/VAV1/INPP5D"
"REACTOME_RAC3_GTPASE_CYCLE","REACTOME_RAC3_GTPASE_CYCLE",35,0.563421063616394,1.35206507484605,0.024977393750628,0.131922854316697,0.104797663920352,355,"tags=40%, list=19%, signal=33%","CYBB/TIAM1/NCKAP1L/NCF1/NCF4/PAK1/NCF2/ABL2/CYBA/ARAP2/DOCK10/ABR/PIK3R1/PREX1"
"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS","REACTOME_G_ALPHA_I_SIGNALLING_EVENTS",34,0.565942908043722,1.35486346438405,0.0253651964973308,0.132110398423598,0.104946646326676,148,"tags=26%, list=8%, signal=25%","CXCL8/P2RY13/CX3CR1/C5AR1/PRKAR2B/RGS10/RGS1/GPR183/GNA15"
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1","REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1",20,-0.380469583778015,-1.53419741442423,0.0285839929639402,0.14257033603969,0.113255873962757,1182,"tags=45%, list=62%, signal=17%","PSMB4/PSME2/PSMA3/PSMB2/UBC/RPS27A/PSMC3/UBB/UBA52"
"REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY","REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY",22,-0.357551545998335,-1.5036833511158,0.028633171258779,0.14257033603969,0.113255873962757,252,"tags=45%, list=13%, signal=40%","PSMB4/PSME2/PSMA3/PSMB2/UBC/RPS27A/PSMC3/UBB/UBA52/SMURF2"
"REACTOME_INTERFERON_GAMMA_SIGNALING","REACTOME_INTERFERON_GAMMA_SIGNALING",22,0.604736278041747,1.3895284973129,0.0288942547707104,0.14257033603969,0.113255873962757,181,"tags=32%, list=10%, signal=29%","FCGR1A/PTAFR/IFI30/IRF8/IRF5/PTPN6/CD44"
"REACTOME_RAC2_GTPASE_CYCLE","REACTOME_RAC2_GTPASE_CYCLE",36,0.556477175186094,1.33812682146935,0.0288700996143959,0.14257033603969,0.113255873962757,512,"tags=50%, list=27%, signal=37%","CYBB/TIAM1/NCKAP1L/NCF1/NCF4/PAK1/NCF2/VAV3/VAV1/CYBA/DOCK10/ABR/PIK3R1/PREX1/DOCK2/VRK2/ARHGAP26/RAB7A"
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",41,0.545392893494047,1.32391414366582,0.0295420826817435,0.143873779294205,0.114291310990204,213,"tags=24%, list=11%, signal=22%","BTK/BLNK/LYN/SYK/NFKBIA/PTPN6/PIK3AP1/REL/VAV1/NFKB1"
"WP_HIPPO_MERLIN_SIGNALING_DYSREGULATION","WP_HIPPO_MERLIN_SIGNALING_DYSREGULATION",20,0.61292855324876,1.39418209207034,0.0307486083824492,0.147829847992544,0.117433956440393,340,"tags=40%, list=18%, signal=33%","CSF1R/ITGAM/PRKAR2B/PAK1/ITGB2/CD44/ITGA6/ITGAV"
"REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING","REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING",27,0.580031296836957,1.36150594940808,0.0323757732583997,0.153320870821172,0.121795947908468,264,"tags=33%, list=14%, signal=29%","TIAM1/FGD2/FGD4/NFKBIA/VAV3/VAV1/NFKB1/RIPK2/ABR"
"KEGG_LYSOSOME","KEGG_LYSOSOME",39,0.546706644698161,1.32228834465973,0.03270845244185,0.153320870821172,0.121795947908468,543,"tags=56%, list=29%, signal=41%","CD68/CTSS/CTSB/CTSZ/ACP5/CTSC/PPT1/TPP1/LAPTM5/GM2A/GAA/GNPTAB/CTSH/LIPA/ATP6V0A1/ASAH1/TCIRG1/CTSA/ARSB/AP1B1/HEXA/MAN2B1"
"WP_A_NETWORK_MAP_OF_MACROPHAGE_STIMULATING_PROTEIN_MSP_SIGNALING","WP_A_NETWORK_MAP_OF_MACROPHAGE_STIMULATING_PROTEIN_MSP_SIGNALING",23,0.594193571796421,1.37242184828392,0.034227219127394,0.15464105027437,0.122844679937254,389,"tags=43%, list=21%, signal=35%","IL1B/CXCL8/CLDN1/NFKB1/ABL1/RPS6KA5/ZEB2/PIK3R1/PRKCB/MAPK14"
"PID_BCR_5PATHWAY","PID_BCR_5PATHWAY",26,0.582904161584934,1.36341788789445,0.0334132742377787,0.15464105027437,0.122844679937254,389,"tags=42%, list=21%, signal=34%","BTK/BLNK/LYN/SYK/POU2F2/NFKBIA/PTPN6/NFKB1/BCL2A1/PIK3R1/MAPK14"
"REACTOME_METABOLISM_OF_LIPIDS","REACTOME_METABOLISM_OF_LIPIDS",93,0.485346505166302,1.22996551211095,0.03382,0.15464105027437,0.122844679937254,732,"tags=57%, list=39%, signal=37%","ALOX5/ALOX5AP/PLBD1/CERS6/TNFAIP8L2/RGL1/SGPL1/PIK3CG/INPP5D/FDFT1/PPT1/HSD17B11/PPARD/FABP5/PIK3R5/GM2A/SGPP1/ACER3/GPD2/MAPKAPK2/GPX1/PIK3R1/ABCA1/NCOA3/PIK3C2A/ASAH1/SACM1L/PIP4K2A/AHR/UGCG/PLD1/CTSA/ARSB/PIKFYVE/PIK3CB/HEXA/TNFAIP8/LPIN2/INPP4A/PRKAG2/CYP27A1/GPCPD1/FIG4/SREBF2/OSBPL3/ELOVL5/PLEKHA2/HMGCR/ACSL3/M6PR/PSAP/MED27/MBOAT1"
"WP_MEASLES_VIRUS_INFECTION","WP_MEASLES_VIRUS_INFECTION",32,0.56122703540232,1.33678900039258,0.0353415917804635,0.155918787266751,0.12385969627085,588,"tags=56%, list=31%, signal=39%","TLR7/IL1B/IL1A/TLR2/NFKBIA/NFKB1/TNFAIP3/PIK3R1/TLR4/RAB9A/TRAF3/PIK3CB/IL2RG/BCL2/TBK1/NFKBIB/TYK2/IFNAR1"
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",34,0.556083006980013,1.33125892844272,0.0352679783244694,0.155918787266751,0.12385969627085,389,"tags=47%, list=21%, signal=38%","CYBB/ITGAM/CLDN1/NCF1/NCF4/NCF2/VAV3/PIK3CG/ITGB2/VAV1/CYBA/PIK3R5/PIK3R1/PRKCB/SIPA1/MAPK14"
"PID_CMYB_PATHWAY","PID_CMYB_PATHWAY",22,0.594885172948983,1.36689319039739,0.0382064370205092,0.16468291819185,0.130821798872403,520,"tags=55%, list=27%, signal=40%","TFEC/CSF1R/SPI1/CEBPA/ATP2B1/ETS2/CDKN1A/ZFHX3/CEBPB/MAT2A/BCL2/H2AZ1"
"REACTOME_CDC42_GTPASE_CYCLE","REACTOME_CDC42_GTPASE_CYCLE",49,0.524177409410626,1.28701458005602,0.0380052262192008,0.16468291819185,0.130821798872403,537,"tags=51%, list=28%, signal=38%","TIAM1/FGD2/ARHGAP22/ARHGAP24/FGD4/SRGAP1/PAK1/VAV3/FMNL2/ARHGAP20/ARAP2/IQGAP2/DOCK10/ABR/WAS/DOCK11/PIK3R1/PREX1/TAGAP/FMNL1/ARHGAP30/PLD1/ARHGAP26/RAB7A/FARP1"
"WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS","WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS",36,0.546782796155767,1.31481533777079,0.040568766066838,0.172878264489367,0.137332066948746,295,"tags=33%, list=16%, signal=29%","IL1RN/IL1B/CXCL8/IL1A/MAP2/PRKAR2B/POU2F2/HIF1A/MEF2C/NFKB1/KCNQ1/IL6R"
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",28,0.568625826561052,1.33916029321013,0.0413679597730164,0.1743032012908,0.138464016744691,472,"tags=50%, list=25%, signal=38%","SYK/PAK1/VAV3/PTPN6/PIK3CG/ITGB2/VAV1/PIK3R5/PIK3R1/LCP2/PRKCB/NFAT5/IFNGR2/PIK3CB"
"REACTOME_RHOA_GTPASE_CYCLE","REACTOME_RHOA_GTPASE_CYCLE",43,0.530707681189764,1.29265834284963,0.0427782842601962,0.178242851084151,0.141593619247199,580,"tags=49%, list=31%, signal=35%","TIAM1/ARHGAP22/ARHGAP24/ARHGAP18/SRGAP1/VAV3/ARHGAP20/VAV1/ARAP2/ABR/PIK3R1/PREX1/TAGAP/DOCK2/STK10/ARHGAP30/PLD1/ARHGAP26/FARP1/ARHGEF2/FMNL3"
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM",184,0.448050096181619,1.16192197056687,0.044929550704493,0.185149247408625,0.147079963555483,254,"tags=21%, list=13%, signal=20%","FCGR1A/F13A1/PTAFR/IL1RN/CD86/IL1B/CXCL8/CSF1R/ITGAM/IL1A/HCK/ALOX5/BLNK/LYN/CSF2RB/HMOX1/TNFSF8/IFI30/SYK/IRF8/DUSP6/IL10RA/NFKBIA/IRF5/PTPN6/HIF1A/PIK3CG/RPS6KA2/ITGB2/VAV1/INPP5D/CD44/MEF2C/ABL2/NFKB1/SAMHD1/IRAK2/RIPK2/PELI1"
"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY","REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY",22,-0.338951239939435,-1.42545974710834,0.0497028633171259,0.20259319286872,0.160937189001678,252,"tags=45%, list=13%, signal=40%","PSMB4/PSME2/PSMA3/PSMB2/UBC/RPS27A/PSMC3/UBB/UBA52/AKT3"
"REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS","REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS",22,0.583558723252099,1.34086792087302,0.051145683691455,0.20623259553006,0.163828279396511,265,"tags=36%, list=14%, signal=32%","NLRP3/HMOX1/PYCARD/NFKB1/TNFAIP3/IRAK2/RIPK2/CARD9"
"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS","REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS",22,0.582942842373875,1.33945278494961,0.0517875518333996,0.206599275931115,0.164119565160718,338,"tags=41%, list=18%, signal=34%","PTAFR/BTK/RGS1/GNA15/RPS6KA2/RGS2/DAGLB/GNG2/PIK3R1"
"REACTOME_PARASITE_INFECTION","REACTOME_PARASITE_INFECTION",27,0.56235913779873,1.32002413661515,0.0536429062386286,0.209549810132946,0.166463428119645,703,"tags=78%, list=37%, signal=50%","HCK/BTK/MYO10/LYN/NCKAP1L/SYK/VAV3/VAV1/ABL1/WAS/ELMO1/MYO5A/ARPC5/ARPC1B/ACTR3/ARPC4/ACTR2/ARPC3/CYFIP1/ARPC2/CDC42"
"REACTOME_INTERLEUKIN_1_SIGNALING","REACTOME_INTERLEUKIN_1_SIGNALING",35,0.539908364383635,1.29564066777131,0.0540138651662815,0.209549810132946,0.166463428119645,254,"tags=23%, list=13%, signal=20%","IL1RN/IL1B/IL1A/NFKBIA/NFKB1/IRAK2/RIPK2/PELI1"
"WP_PLEURAL_MESOTHELIOMA","WP_PLEURAL_MESOTHELIOMA",64,0.496699993968846,1.23733558114019,0.0542035508877219,0.209549810132946,0.166463428119645,574,"tags=44%, list=30%, signal=32%","IL1B/CSF1R/PLAU/NLRP3/RASSF4/PAK1/HIF1A/PIK3CG/ITGB2/RASSF2/CD44/ULK2/NFKB1/RPS6KA5/ITGA6/MAPKAPK2/MAP3K2/STK38L/ITGAV/CDKN1A/MAPK14/PIK3CB/BCL2/MAP4K4/ASXL1/ATF3/PRKAG2/MCL1"
"WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME","WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME",26,0.564874544452994,1.32124645710086,0.0555133926312701,0.212423696293125,0.168746402950048,479,"tags=48%, list=25%, signal=36%","IL1B/IRF8/ARL4C/NFKBIA/CYTH4/DISC1/MEF2C/AGAP1/ABCA1/MYO5A/RRAGC/TRAF3/CYTH1"
"REACTOME_STABILIZATION_OF_P53","REACTOME_STABILIZATION_OF_P53",20,-0.346851654215582,-1.39863719407539,0.0580474934036939,0.219876868953386,0.174667098705427,1245,"tags=45%, list=66%, signal=16%","PSMB4/PSME2/PSMA3/PSMB2/UBC/RPS27A/PSMC3/UBB/UBA52"
"KEGG_PATHWAYS_IN_CANCER","KEGG_PATHWAYS_IN_CANCER",61,0.496023254701903,1.23275845521864,0.0608537329558528,0.228201498584448,0.181280067647435,633,"tags=51%, list=33%, signal=35%","CXCL8/CSF1R/SPI1/CEBPA/RUNX1/NFKBIA/HIF1A/PIK3CG/DAPK1/PPARD/NFKB1/MITF/PIK3R5/ABL1/ITGA6/TRAF1/PIK3R1/ITGAV/PRKCB/CDKN1A/PLD1/TGFBR1/TRAF3/PIK3CB/PIAS1/BCL2/CBL/STK4/MAP2K1/CDK6/NCOA4"
"REACTOME_DEATH_RECEPTOR_SIGNALING","REACTOME_DEATH_RECEPTOR_SIGNALING",40,0.523752654640524,1.26912966813209,0.0637220495337411,0.236591768070821,0.187945179969242,355,"tags=32%, list=19%, signal=27%","TIAM1/FGD2/FGD4/NFKBIA/VAV3/VAV1/NFKB1/TNFAIP3/RIPK2/ABR/TRAF1/MAPKAPK2/PREX1"
"WP_EBOLA_VIRUS_INFECTION_IN_HOST","WP_EBOLA_VIRUS_INFECTION_IN_HOST",38,0.526218785055488,1.2704653267546,0.0664479163530911,0.244293810121658,0.194063574075591,515,"tags=53%, list=27%, signal=39%","CLEC6A/TIAM1/HLA-DOA/HLA-DMB/CTSB/PAK1/REL/MERTK/HLA-DMA/NFKB1/ITGA6/AXL/PIK3R1/ITGAV/EPS15/TLR4/RAB9A/PIK3CB/RAB7A/TBK1"
